plant,matrix,symmetry,N.poll
Medusagyne oppositifolia,M_PL_061_05,actinomorphic,9
Nephrosperma vanhoutteanum,M_PL_061_05,actinomorphic,12
Deckenia nobilis,M_PL_061_05,actinomorphic,4
Psychotria pervillei,M_PL_061_05,actinomorphic,4
Phoenicophorium borsigianum,M_PL_061_05,actinomorphic,6
Erythroxylum sechellarum,M_PL_061_05,actinomorphic,4
Syzygium wrightii,M_PL_061_05,actinomorphic,2
Diospyros seychellarum,M_PL_061_05,actinomorphic,2
Memecylon eleagni,M_PL_061_05,actinomorphic,2
Mimusops sechellarum,M_PL_061_05,actinomorphic,2
Canthium bibracteatum,M_PL_061_05,actinomorphic,3
Timonius sechellensis,M_PL_061_05,actinomorphic,1
Nephrosperma vanhoutteanum,M_PL_061_06,actinomorphic,9
Deckenia nobilis,M_PL_061_06,actinomorphic,5
Diospyros seychellarum,M_PL_061_06,actinomorphic,5
Phoenicophorium borsigianum,M_PL_061_06,actinomorphic,7
Canthium bibracteatum,M_PL_061_06,actinomorphic,5
Psychotria pervillei,M_PL_061_06,actinomorphic,4
Syzygium wrightii,M_PL_061_06,actinomorphic,6
Dillenia ferruginea,M_PL_061_06,actinomorphic,4
Erythroxylum sechellarum,M_PL_061_06,actinomorphic,5
Memecylon eleagni,M_PL_061_06,actinomorphic,2
Premna serratifolia,M_PL_061_06,zygomorphic,6
Nephrosperma vanhoutteanum,M_PL_061_07,actinomorphic,13
Canthium bibracteatum,M_PL_061_07,actinomorphic,8
Deckenia nobilis,M_PL_061_07,actinomorphic,6
Paragenipa wrightii,M_PL_061_07,actinomorphic,9
Phoenicophorium borsigianum,M_PL_061_07,actinomorphic,8
Medusagyne oppositifolia,M_PL_061_07,actinomorphic,5
Psychotria pervillei,M_PL_061_07,actinomorphic,3
Alstonia macrophylla,M_PL_061_07,actinomorphic,9
Syzygium wrightii,M_PL_061_07,actinomorphic,1
Nephrosperma vanhoutteanum,M_PL_061_08,actinomorphic,11
Phoenicophorium borsigianum,M_PL_061_08,actinomorphic,10
Erythroxylum sechellarum,M_PL_061_08,actinomorphic,5
Memecylon eleagni,M_PL_061_08,actinomorphic,3
Canthium bibracteatum,M_PL_061_08,actinomorphic,3
Paragenipa wrightii,M_PL_061_08,actinomorphic,3
Erythroxylum sechellarum,M_PL_061_09,actinomorphic,4
Cinnamomum verum,M_PL_061_09,actinomorphic,1
Memecylon eleagni,M_PL_061_09,actinomorphic,5
Soulamea terminaloides,M_PL_061_09,actinomorphic,3
Dillenia ferruginea,M_PL_061_09,actinomorphic,1
Roscheria melanochaetes,M_PL_061_09,actinomorphic,1
Nephrosperma vanhoutteanum,M_PL_061_10,actinomorphic,7
Erythroxylum sechellarum,M_PL_061_10,actinomorphic,5
Memecylon eleagni,M_PL_061_10,actinomorphic,2
Dillenia ferruginea,M_PL_061_10,actinomorphic,4
Soulamea terminaloides,M_PL_061_10,actinomorphic,2
Phoenicophorium borsigianum,M_PL_061_11,actinomorphic,6
Erythroxylum sechellarum,M_PL_061_11,actinomorphic,2
Canthium bibracteatum,M_PL_061_11,actinomorphic,4
Cinnamomum verum,M_PL_061_11,actinomorphic,3
Roscheria melanochaetes,M_PL_061_11,actinomorphic,1
Colea seychellarum,M_PL_061_11,zygomorphic,1
Nephrosperma vanhoutteanum,M_PL_061_12,actinomorphic,5
Psychotria pervillei,M_PL_061_12,actinomorphic,3
Phoenicophorium borsigianum,M_PL_061_12,actinomorphic,4
Canthium bibracteatum,M_PL_061_12,actinomorphic,3
Dillenia ferruginea,M_PL_061_12,actinomorphic,5
Memecylon eleagni,M_PL_061_12,actinomorphic,1
Psidium cattleianum,M_PL_061_12,actinomorphic,3
Phoenicophorium borsigianum,M_PL_061_13,actinomorphic,16
Nephrosperma vanhoutteanum,M_PL_061_13,actinomorphic,4
Dillenia ferruginea,M_PL_061_13,actinomorphic,6
Erythroxylum sechellarum,M_PL_061_13,actinomorphic,4
Psychotria pervillei,M_PL_061_13,actinomorphic,4
Paragenipa wrightii,M_PL_061_13,actinomorphic,3
Northea hornei,M_PL_061_13,actinomorphic,2
Phoenicophorium borsigianum,M_PL_061_14,actinomorphic,4
Nephrosperma vanhoutteanum,M_PL_061_14,actinomorphic,4
Erythroxylum sechellarum,M_PL_061_14,actinomorphic,3
Memecylon eleagni,M_PL_061_14,actinomorphic,3
Canthium bibracteatum,M_PL_061_14,actinomorphic,3
Alstonia macrophylla,M_PL_061_14,actinomorphic,1
Canthium bibracteatum,M_PL_061_15,actinomorphic,5
Nephrosperma vanhoutteanum,M_PL_061_15,actinomorphic,8
Dillenia ferruginea,M_PL_061_15,actinomorphic,4
Roscheria melanochaetes,M_PL_061_15,actinomorphic,9
Soulamea terminaloides,M_PL_061_15,actinomorphic,4
Excoecaria benthiamiana,M_PL_061_15,actinomorphic,3
Nephrosperma vanhoutteanum,M_PL_061_16,actinomorphic,9
Phoenicophorium borsigianum,M_PL_061_16,actinomorphic,12
Northea hornei,M_PL_061_16,actinomorphic,6
Paragenipa wrightii,M_PL_061_16,actinomorphic,4
Erythroxylum sechellarum,M_PL_061_16,actinomorphic,3
Pittosporum senacia,M_PL_061_16,actinomorphic,3
Memecylon eleagni,M_PL_061_16,actinomorphic,2
Colea seychellarum,M_PL_061_16,zygomorphic,2
Dillenia ferruginea,M_PL_061_17,actinomorphic,4
Erythroxylum sechellarum,M_PL_061_17,actinomorphic,4
Campnosperma seychellarum,M_PL_061_17,actinomorphic,2
Craterispermum microdon,M_PL_061_17,actinomorphic,2
Soulamea terminaloides,M_PL_061_17,actinomorphic,3
Excoecaria benthiamiana,M_PL_061_17,actinomorphic,1
Memecylon eleagni,M_PL_061_17,actinomorphic,1
Cinnamomum verum,M_PL_061_17,actinomorphic,1
Colea seychellarum,M_PL_061_17,zygomorphic,1
Roscheria melanochaetes,M_PL_061_18,actinomorphic,5
Mimusops sechellarum,M_PL_061_18,actinomorphic,4
Dillenia ferruginea,M_PL_061_18,actinomorphic,4
Paragenipa wrightii,M_PL_061_18,actinomorphic,2
Memecylon eleagni,M_PL_061_18,actinomorphic,2
Erythroxylum sechellarum,M_PL_061_18,actinomorphic,3
Soulamea terminaloides,M_PL_061_18,actinomorphic,4
Aphloia theiformis,M_PL_061_18,actinomorphic,5
Syzygium wrightii,M_PL_061_18,actinomorphic,4
Craterispermum microdon,M_PL_061_18,actinomorphic,1
Glionnetia sericea,M_PL_061_18,actinomorphic,1
Dillenia ferruginea,M_PL_061_19,actinomorphic,4
Gastonia crassa,M_PL_061_19,actinomorphic,7
Erythroxylum sechellarum,M_PL_061_19,actinomorphic,8
Nephrosperma vanhoutteanum,M_PL_061_19,actinomorphic,6
Psychotria pervillei,M_PL_061_19,actinomorphic,5
Roscheria melanochaetes,M_PL_061_19,actinomorphic,5
Memecylon eleagni,M_PL_061_19,actinomorphic,3
Aphloia theiformis,M_PL_061_19,actinomorphic,1
Campnosperma seychellarum,M_PL_061_19,actinomorphic,2
Cinnamomum verum,M_PL_061_19,actinomorphic,2
Paragenipa wrightii,M_PL_061_19,actinomorphic,1
Gastonia crassa,M_PL_061_20,actinomorphic,6
Craterispermum microdon,M_PL_061_20,actinomorphic,2
Roscheria melanochaetes,M_PL_061_20,actinomorphic,5
Nephrosperma vanhoutteanum,M_PL_061_20,actinomorphic,2
Psychotria pervillei,M_PL_061_20,actinomorphic,2
Erythroxylum sechellarum,M_PL_061_20,actinomorphic,1
Glionnetia sericea,M_PL_061_20,actinomorphic,1
Memecylon eleagni,M_PL_061_20,actinomorphic,1
Dillenia ferruginea,M_PL_061_20,actinomorphic,3
Aphloia theiformis,M_PL_061_20,actinomorphic,1
Paragenipa wrightii,M_PL_061_20,actinomorphic,1
Phoenicophorium borsigianum,M_PL_061_21,actinomorphic,8
Nephrosperma vanhoutteanum,M_PL_061_21,actinomorphic,6
Dillenia ferruginea,M_PL_061_21,actinomorphic,3
Psychotria pervillei,M_PL_061_21,actinomorphic,4
Erythroxylum sechellarum,M_PL_061_21,actinomorphic,4
Paragenipa wrightii,M_PL_061_21,actinomorphic,4
Memecylon eleagni,M_PL_061_21,actinomorphic,3
Craterispermum microdon,M_PL_061_21,actinomorphic,5
Syzygium wrightii,M_PL_061_21,actinomorphic,3
Mimusops sechellarum,M_PL_061_21,actinomorphic,2
Roscheria melanochaetes,M_PL_061_21,actinomorphic,1
Dillenia ferruginea,M_PL_061_22,actinomorphic,6
Erythroxylum sechellarum,M_PL_061_22,actinomorphic,4
Nephrosperma vanhoutteanum,M_PL_061_22,actinomorphic,3
Excoecaria benthiamiana,M_PL_061_22,actinomorphic,4
Psychotria pervillei,M_PL_061_22,actinomorphic,1
Roscheria melanochaetes,M_PL_061_22,actinomorphic,4
Memecylon eleagni,M_PL_061_22,actinomorphic,3
Aphloia theiformis,M_PL_061_22,actinomorphic,1
Soulamea terminaloides,M_PL_061_22,actinomorphic,1
Syzygium wrightii,M_PL_061_22,actinomorphic,1
Nephrosperma vanhoutteanum,M_PL_061_23,actinomorphic,8
Psychotria pervillei,M_PL_061_23,actinomorphic,3
Roscheria melanochaetes,M_PL_061_23,actinomorphic,10
Gastonia crassa,M_PL_061_23,actinomorphic,2
Chrysobalanus icaco,M_PL_061_23,actinomorphic,5
Dillenia ferruginea,M_PL_061_23,actinomorphic,7
Memecylon eleagni,M_PL_061_23,actinomorphic,2
Campnosperma seychellarum,M_PL_061_23,actinomorphic,6
Glionnetia sericea,M_PL_061_23,actinomorphic,1
Excoecaria benthiamiana,M_PL_061_23,actinomorphic,1
Nephrosperma vanhoutteanum,M_PL_061_24,actinomorphic,6
Northea hornei,M_PL_061_24,actinomorphic,9
Dillenia ferruginea,M_PL_061_24,actinomorphic,6
Craterispermum microdon,M_PL_061_24,actinomorphic,3
Erythroxylum sechellarum,M_PL_061_24,actinomorphic,3
Syzygium wrightii,M_PL_061_24,actinomorphic,4
Paragenipa wrightii,M_PL_061_24,actinomorphic,3
Diospyros seychellarum,M_PL_061_24,actinomorphic,6
Memecylon eleagni,M_PL_061_24,actinomorphic,2
Soulamea terminaloides,M_PL_061_24,actinomorphic,3
Excoecaria benthiamiana,M_PL_061_24,actinomorphic,1
Canthium bibracteatum,M_PL_061_25,actinomorphic,6
Memecylon eleagni,M_PL_061_25,actinomorphic,4
Cinnamomum verum,M_PL_061_25,actinomorphic,5
Ochna kirkii,M_PL_061_25,actinomorphic,3
Paragenipa wrightii,M_PL_061_25,actinomorphic,3
Canthium bibracteatum,M_PL_061_26,actinomorphic,4
Psidium cattleianum,M_PL_061_26,actinomorphic,4
Erythroxylum sechellarum,M_PL_061_26,actinomorphic,4
Cinnamomum verum,M_PL_061_26,actinomorphic,5
Ochna kirkii,M_PL_061_26,actinomorphic,1
Memecylon eleagni,M_PL_061_26,actinomorphic,2
Premna serratifolia,M_PL_061_26,zygomorphic,8
Psidium cattleianum,M_PL_061_27,actinomorphic,5
Memecylon eleagni,M_PL_061_27,actinomorphic,4
Cinnamomum verum,M_PL_061_27,actinomorphic,7
Ochna kirkii,M_PL_061_27,actinomorphic,1
Erythroxylum sechellarum,M_PL_061_27,actinomorphic,1
Premna serratifolia,M_PL_061_27,zygomorphic,3
Canthium bibracteatum,M_PL_061_28,actinomorphic,5
Nephrosperma vanhoutteanum,M_PL_061_28,actinomorphic,13
Psidium cattleianum,M_PL_061_28,actinomorphic,4
Paragenipa wrightii,M_PL_061_28,actinomorphic,3
Ochna kirkii,M_PL_061_28,actinomorphic,1
Memecylon eleagni,M_PL_061_28,actinomorphic,2
Premna serratifolia,M_PL_061_28,zygomorphic,6
Paraserianthes falcataria,M_PL_061_28,zygomorphic,2
Nephrosperma vanhoutteanum,M_PL_061_29,actinomorphic,9
Psidium cattleianum,M_PL_061_29,actinomorphic,5
Deckenia nobilis,M_PL_061_29,actinomorphic,6
Erythroxylum sechellarum,M_PL_061_29,actinomorphic,4
Memecylon eleagni,M_PL_061_29,actinomorphic,3
Ochna kirkii,M_PL_061_29,actinomorphic,3
Alstonia macrophylla,M_PL_061_29,actinomorphic,1
Premna serratifolia,M_PL_061_29,zygomorphic,8
Nephrosperma vanhoutteanum,M_PL_061_30,actinomorphic,7
Phoenicophorium borsigianum,M_PL_061_30,actinomorphic,5
Deckenia nobilis,M_PL_061_30,actinomorphic,7
Canthium bibracteatum,M_PL_061_30,actinomorphic,3
Euphorbia pyrifolia,M_PL_061_30,actinomorphic,3
Chrysobalanus icaco,M_PL_061_30,actinomorphic,2
Memecylon eleagni,M_PL_061_30,actinomorphic,3
Canthium bibracteatum,M_PL_061_31,actinomorphic,8
Phoenicophorium borsigianum,M_PL_061_31,actinomorphic,9
Deckenia nobilis,M_PL_061_31,actinomorphic,5
Nephrosperma vanhoutteanum,M_PL_061_31,actinomorphic,9
Chrysobalanus icaco,M_PL_061_31,actinomorphic,4
Nephrosperma vanhoutteanum,M_PL_061_32,actinomorphic,9
Canthium bibracteatum,M_PL_061_32,actinomorphic,7
Erythroxylum sechellarum,M_PL_061_32,actinomorphic,4
Paragenipa wrightii,M_PL_061_32,actinomorphic,4
Ochna kirkii,M_PL_061_32,actinomorphic,1
Premna serratifolia,M_PL_061_32,zygomorphic,3
Chrysobalanus icaco,M_PL_061_33,actinomorphic,5
Dillenia ferruginea,M_PL_061_33,actinomorphic,1
Chrysobalanus icaco,M_PL_061_34,actinomorphic,2
Dillenia ferruginea,M_PL_061_34,actinomorphic,5
Nepenthes pervillei,M_PL_061_34,actinomorphic,2
Cinnamomum verum,M_PL_061_35,actinomorphic,5
Nephrosperma vanhoutteanum,M_PL_061_35,actinomorphic,4
Memecylon eleagni,M_PL_061_35,actinomorphic,1
Chrysobalanus icaco,M_PL_061_35,actinomorphic,3
Roscheria melanochaetes,M_PL_061_35,actinomorphic,1
Erythroxylum sechellarum,M_PL_061_35,actinomorphic,1
Nepenthes pervillei,M_PL_061_35,actinomorphic,2
Mimusops sechellarum,M_PL_061_35,actinomorphic,1
Timonius sechellensis,M_PL_061_35,actinomorphic,1
Nephrosperma vanhoutteanum,M_PL_061_36,actinomorphic,9
Paragenipa wrightii,M_PL_061_36,actinomorphic,4
Erythroxylum sechellarum,M_PL_061_36,actinomorphic,5
Roscheria melanochaetes,M_PL_061_36,actinomorphic,3
Memecylon eleagni,M_PL_061_36,actinomorphic,2
Dillenia ferruginea,M_PL_061_36,actinomorphic,4
Nepenthes pervillei,M_PL_061_36,actinomorphic,4
Nephrosperma vanhoutteanum,M_PL_061_37,actinomorphic,6
Phoenicophorium borsigianum,M_PL_061_37,actinomorphic,6
Erythroxylum sechellarum,M_PL_061_37,actinomorphic,4
Syzygium wrightii,M_PL_061_37,actinomorphic,7
Dillenia ferruginea,M_PL_061_37,actinomorphic,3
Chrysobalanus icaco,M_PL_061_37,actinomorphic,3
Mimusops sechellarum,M_PL_061_37,actinomorphic,2
Roscheria melanochaetes,M_PL_061_37,actinomorphic,6
Dracaena reflexa,M_PL_061_37,actinomorphic,3
Paragenipa wrightii,M_PL_061_37,actinomorphic,2
Northea hornei,M_PL_061_37,actinomorphic,1
Nephrosperma vanhoutteanum,M_PL_061_38,actinomorphic,11
Chrysobalanus icaco,M_PL_061_38,actinomorphic,4
Memecylon eleagni,M_PL_061_38,actinomorphic,3
Erythroxylum sechellarum,M_PL_061_38,actinomorphic,3
Dillenia ferruginea,M_PL_061_38,actinomorphic,7
Phoenicophorium borsigianum,M_PL_061_38,actinomorphic,8
Northea hornei,M_PL_061_38,actinomorphic,3
Roscheria melanochaetes,M_PL_061_38,actinomorphic,6
Campnosperma seychellarum,M_PL_061_38,actinomorphic,2
Psychotria pervillei,M_PL_061_38,actinomorphic,2
Nephrosperma vanhoutteanum,M_PL_061_39,actinomorphic,12
Chrysobalanus icaco,M_PL_061_39,actinomorphic,3
Paragenipa wrightii,M_PL_061_39,actinomorphic,6
Phoenicophorium borsigianum,M_PL_061_39,actinomorphic,8
Cinnamomum verum,M_PL_061_39,actinomorphic,5
Dillenia ferruginea,M_PL_061_39,actinomorphic,7
Nepenthes pervillei,M_PL_061_39,actinomorphic,5
Nephrosperma vanhoutteanum,M_PL_061_40,actinomorphic,12
Pittosporum senacia,M_PL_061_40,actinomorphic,11
Chrysobalanus icaco,M_PL_061_40,actinomorphic,8
Erythroxylum sechellarum,M_PL_061_40,actinomorphic,5
Dillenia ferruginea,M_PL_061_40,actinomorphic,5
Paragenipa wrightii,M_PL_061_40,actinomorphic,4
Northea hornei,M_PL_061_40,actinomorphic,5
Phoenicophorium borsigianum,M_PL_061_40,actinomorphic,7
Ixora pudica,M_PL_061_40,actinomorphic,1
Memecylon eleagni,M_PL_061_41,actinomorphic,3
Mimusops sechellarum,M_PL_061_41,actinomorphic,4
Roscheria melanochaetes,M_PL_061_41,actinomorphic,2
Excoecaria benthiamiana,M_PL_061_41,actinomorphic,2
Nephrosperma vanhoutteanum,M_PL_061_42,actinomorphic,5
Chrysobalanus icaco,M_PL_061_42,actinomorphic,4
Mimusops sechellarum,M_PL_061_42,actinomorphic,4
Memecylon eleagni,M_PL_061_42,actinomorphic,1
Dillenia suffruticosa,M_PL_061_42,actinomorphic,1
Excoecaria benthiamiana,M_PL_061_42,actinomorphic,1
Nephrosperma vanhoutteanum,M_PL_061_43,actinomorphic,5
Memecylon eleagni,M_PL_061_43,actinomorphic,3
Dillenia suffruticosa,M_PL_061_43,actinomorphic,1
Chrysobalanus icaco,M_PL_061_43,actinomorphic,3
Nepenthes pervillei,M_PL_061_43,actinomorphic,3
Roscheria melanochaetes,M_PL_061_43,actinomorphic,5
Cinnamomum verum,M_PL_061_43,actinomorphic,2
Mimusops sechellarum,M_PL_061_43,actinomorphic,3
Canthium bibracteatum,M_PL_061_43,actinomorphic,1
Nephrosperma vanhoutteanum,M_PL_061_44,actinomorphic,5
Nepenthes pervillei,M_PL_061_44,actinomorphic,5
Erythroxylum sechellarum,M_PL_061_44,actinomorphic,3
Psychotria pervillei,M_PL_061_44,actinomorphic,2
Canthium bibracteatum,M_PL_061_44,actinomorphic,2
Dillenia suffruticosa,M_PL_061_44,actinomorphic,2
Paragenipa wrightii,M_PL_061_44,actinomorphic,1
Chrysobalanus icaco,M_PL_061_44,actinomorphic,1
Memecylon eleagni,M_PL_061_44,actinomorphic,1
Roscheria melanochaetes,M_PL_061_44,actinomorphic,1
Nephrosperma vanhoutteanum,M_PL_061_45,actinomorphic,9
Phoenicophorium borsigianum,M_PL_061_45,actinomorphic,8
Roscheria melanochaetes,M_PL_061_45,actinomorphic,5
Erythroxylum sechellarum,M_PL_061_45,actinomorphic,3
Dillenia ferruginea,M_PL_061_45,actinomorphic,6
Dillenia suffruticosa,M_PL_061_45,actinomorphic,3
Excoecaria benthiamiana,M_PL_061_45,actinomorphic,1
Memecylon eleagni,M_PL_061_45,actinomorphic,5
Gastonia crassa,M_PL_061_45,actinomorphic,3
Psychotria pervillei,M_PL_061_45,actinomorphic,4
Syzygium wrightii,M_PL_061_45,actinomorphic,3
Nephrosperma vanhoutteanum,M_PL_061_46,actinomorphic,3
Erythroxylum sechellarum,M_PL_061_46,actinomorphic,4
Dillenia ferruginea,M_PL_061_46,actinomorphic,5
Chrysobalanus icaco,M_PL_061_46,actinomorphic,3
Phoenicophorium borsigianum,M_PL_061_46,actinomorphic,3
Syzygium wrightii,M_PL_061_46,actinomorphic,5
Dillenia suffruticosa,M_PL_061_46,actinomorphic,2
Nepenthes pervillei,M_PL_061_46,actinomorphic,5
Memecylon eleagni,M_PL_061_46,actinomorphic,4
Canthium bibracteatum,M_PL_061_46,actinomorphic,4
Soulamea terminaloides,M_PL_061_46,actinomorphic,5
Pittosporum senacia,M_PL_061_46,actinomorphic,1
Excoecaria benthiamiana,M_PL_061_46,actinomorphic,1
Nephrosperma vanhoutteanum,M_PL_061_47,actinomorphic,12
Phoenicophorium borsigianum,M_PL_061_47,actinomorphic,13
Alstonia macrophylla,M_PL_061_47,actinomorphic,10
Gastonia crassa,M_PL_061_47,actinomorphic,6
Erythroxylum sechellarum,M_PL_061_47,actinomorphic,4
Chrysobalanus icaco,M_PL_061_47,actinomorphic,3
Paragenipa wrightii,M_PL_061_47,actinomorphic,3
Roscheria melanochaetes,M_PL_061_47,actinomorphic,5
Excoecaria benthiamiana,M_PL_061_47,actinomorphic,1
Nephrosperma vanhoutteanum,M_PL_061_48,actinomorphic,4
Gastonia crassa,M_PL_061_48,actinomorphic,3
Erythroxylum sechellarum,M_PL_061_48,actinomorphic,4
Paragenipa wrightii,M_PL_061_48,actinomorphic,3
Chrysobalanus icaco,M_PL_061_48,actinomorphic,3
Canthium bibracteatum,M_PL_061_48,actinomorphic,5
Nepenthes pervillei,M_PL_061_48,actinomorphic,5
Dillenia ferruginea,M_PL_061_48,actinomorphic,3
Memecylon eleagni,M_PL_061_48,actinomorphic,2
Aechmea vanhoutteana,M_PL_063,actinomorphic,3
Spirotheca rivieri,M_PL_063,actinomorphic,5
Wittrockia superba,M_PL_063,actinomorphic,3
Aechmea gamosepala,M_PL_063,actinomorphic,5
Canistrum perplexum,M_PL_063,actinomorphic,5
Callianthe rufinerva,M_PL_063,actinomorphic,4
Edmundoa lindenii,M_PL_063,actinomorphic,3
Macrocarpaea rubra,M_PL_063,actinomorphic,7
Mutisia speciosa,M_PL_063,actinomorphic,3
Psittacanthus dichroos,M_PL_063,actinomorphic,7
Alstroemeria inodora,M_PL_063,actinomorphic,4
Manettia cordifolia,M_PL_063,actinomorphic,2
Nidularium innocentii,M_PL_063,actinomorphic,3
Aechmea distichantha,M_PL_063,actinomorphic,4
Aechmea sp1 M_PL_063,M_PL_063,actinomorphic,3
Sinningia cooperi,M_PL_063,actinomorphic,2
Aphelandra longiflora,M_PL_063,actinomorphic,2
Nidularium procerum,M_PL_063,actinomorphic,2
Besleria longimucronata,M_PL_063,actinomorphic,3
Lantana camara,M_PL_063,actinomorphic,3
Fuchsia regia,M_PL_063,actinomorphic,4
Aechmea nudicaulis,M_PL_063,actinomorphic,4
Nidularium rutilans,M_PL_063,actinomorphic,3
Tillandsia geminiflora,M_PL_063,actinomorphic,6
Sinningia elatior,M_PL_063,actinomorphic,3
Nidularium longiflorum,M_PL_063,actinomorphic,2
Justicia sp1 M_PL_063,M_PL_063,actinomorphic,2
Siphocampylus longipedunculatus,M_PL_063,actinomorphic,2
Tillandsia sp1 M_PL_063,M_PL_063,actinomorphic,4
Tillandsia stricta,M_PL_063,actinomorphic,5
Sinningia glazioviana,M_PL_063,actinomorphic,2
Siphocampylus lauroanus,M_PL_063,actinomorphic,2
Psychotria leiocarpa,M_PL_063,actinomorphic,3
Tillandsia dura,M_PL_063,actinomorphic,2
Erythrina speciosa,M_PL_063,zygomorphic,7
Canna paniculata,M_PL_063,zygomorphic,2
Billbergia amoena,M_PL_063,zygomorphic,2
Nematanthus fritschii,M_PL_063,zygomorphic,2
Mendoncia velloziana,M_PL_063,zygomorphic,4
Vriesea simplex,M_PL_063,zygomorphic,2
Centropogon cornutus,M_PL_063,zygomorphic,2
Siphocampylus convolvulaceus,M_PL_063,zygomorphic,3
Nematanthus fluminensis,M_PL_063,zygomorphic,2
Nematanthus gregarius,M_PL_063,zygomorphic,3
Vriesea incurvata,M_PL_063,zygomorphic,2
Vriesea sp1 M_PL_063,M_PL_063,zygomorphic,2
Pyrostegia venusta,M_PL_063,zygomorphic,4
Aphelandra colorata,M_PL_063,zygomorphic,2
Vriesea erythrodactylon,M_PL_063,zygomorphic,2
Vriesea carinata,M_PL_063,zygomorphic,2
Nematanthus sp1 M_PL_063,M_PL_063,zygomorphic,2
Nematanthus sericeus,M_PL_063,zygomorphic,4
Vriesea inflata,M_PL_063,zygomorphic,2
Justicia sp2 M_PL_063,M_PL_063,zygomorphic,2
Justicia scheidweileri,M_PL_064,actinomorphic,3
Passiflora speciosa,M_PL_064,actinomorphic,1
Mutisia speciosa,M_PL_064,actinomorphic,1
Lantana camara,M_PL_064,actinomorphic,2
Rubus rosaefolius,M_PL_064,actinomorphic,2
Passiflora kermesina,M_PL_064,actinomorphic,1
Geissomeria schottiana,M_PL_064,zygomorphic,5
Ruellia brevifolia,M_PL_064,zygomorphic,3
Mendoncia velloziana,M_PL_064,zygomorphic,3
Fridericia speciosa,M_PL_064,zygomorphic,3
Corymborkis flava,M_PL_064,zygomorphic,2
Heliconia simulans,M_PL_064,zygomorphic,3
Hyptis asperrima,M_PL_064,zygomorphic,2
Ruellia subsessilis,M_PL_064,zygomorphic,1
Hamelia versicolor,M_PL_065,actinomorphic,4
Combretum farinosum,M_PL_065,actinomorphic,3
Ipomoea bracteata,M_PL_065,actinomorphic,4
Mirabilis sp1 M_PL_065,M_PL_065,actinomorphic,1
Ipomoea wolcottiana,M_PL_065,actinomorphic,3
Opuntia excelsa,M_PL_065,actinomorphic,3
Nopalea karwinskiana,M_PL_065,actinomorphic,2
Ceiba aesculifolia,M_PL_065,actinomorphic,3
Cordia seleriana,M_PL_065,actinomorphic,2
Psittacanthus calyculatus,M_PL_065,actinomorphic,2
Tillandsia bartramii,M_PL_065,actinomorphic,1
Pithecellobium mangens,M_PL_065,actinomorphic,1
Tillandsia paucifolia,M_PL_065,actinomorphic,3
Tillandsia dasyrifolia,M_PL_065,actinomorphic,1
Groton suberosus,M_PL_065,actinomorphic,1
Justicia mexicana,M_PL_065,actinomorphic,2
Erythrina lanata,M_PL_065,actinomorphic,1
Ipomoea quamoclit,M_PL_065,actinomorphic,3
Vitex mollis,M_PL_065,zygomorphic,2
Caesalpinia pulcherrima,M_PL_065,zygomorphic,1
